slug,theorem,display_title,family,bounty_usd,bounty_alpha,bounty_available,attempts,tractability,defect_signs,ams,url,lean_type,formalized_task_id,counterexample_task_id
erdos1142-erdos-1142,Erdos1142.erdos_1142,Erdős problem 1142,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos1142-erdos-1142,True ↔ Infinite ↑{n | Erdos1142.Erdos1142Prop n},fc-8432eac9-erdos1142-erdos-1142-a29719d6af-formalized-v1,fc-8432eac9-erdos1142-erdos-1142-90d20cc433-counterexample-v1
erdos120-erdos-120,Erdos120.erdos_120,Erdős problem 120,erdos,3809.84,6314.50112,True,0,1.0,,5|28,https://conjectures.io/problems/erdos120-erdos-120,"True ↔ ∀ (A : Set ℝ), A.Infinite → Erdos120.Erdos120For A",fc-8432eac9-erdos120-erdos-120-213674337a-formalized-v1,fc-8432eac9-erdos120-erdos-120-fedd5d0e1f-counterexample-v1
erdos1203-erdos-1203,Erdos1203.erdos_1203,Erdős problem 1203,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos1203-erdos-1203,True ↔ Filter.Tendsto Erdos1203.F Filter.atTop Filter.atTop,fc-8432eac9-erdos1203-erdos-1203-f3f69e81a9-formalized-v1,fc-8432eac9-erdos1203-erdos-1203-e062b23584-counterexample-v1
erdos126-erdos-126-variants-islittleo,Erdos126.erdos_126.variants.isLittleO,Erdős problem 126 - is Little O,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos126-erdos-126-variants-islittleo,"∀ (f : ℕ → ℕ), Erdos126.IsMaximalAddFactorsCard f → (fun n => ↑(f n)) =o[Filter.atTop] fun n => ↑n / Real.log ↑n",fc-8432eac9-variants-islittleo-10e93a8905-formalized-v1,fc-8432eac9-variants-islittleo-ce504ab344-counterexample-v1
erdos142-erdos-142-variants-lower,Erdos142.erdos_142.variants.lower,Erdős problem 142 - lower,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos142-erdos-142-variants-lower,"∀ (k : ℕ), 1 < k → (fun N => ↑(Erdos142.r k N)) =o[Filter.atTop] fun N => ↑N / Real.log ↑N",fc-8432eac9-variants-lower-af782ee6f3-formalized-v1,fc-8432eac9-variants-lower-29eaef1eca-counterexample-v1
erdos143-erdos-143-parts-ii,Erdos143.erdos_143.parts.ii,Erdős problem 143 - part ii,erdos,3809.84,6314.50112,True,0,1.0,summable,11,https://conjectures.io/problems/erdos143-erdos-143-parts-ii,"∀ (A : Set ℝ), Erdos143.WellSeparatedSet A → Summable fun x => 1 / (↑x * Real.log ↑x)",fc-8432eac9-parts-ii-0703f44156-formalized-v1,fc-8432eac9-parts-ii-bd2eefe149-counterexample-v1
erdos153-erdos-153,Erdos153.erdos_153,Erdős problem 153,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5,https://conjectures.io/problems/erdos153-erdos-153,True ↔ Filter.Tendsto Erdos153.f Filter.atTop Filter.atTop,fc-8432eac9-erdos153-erdos-153-9b64d6a393-formalized-v1,fc-8432eac9-erdos153-erdos-153-bb28cced10-counterexample-v1
erdos155-erdos-155,Erdos155.erdos_155,Erdős problem 155,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,5,https://conjectures.io/problems/erdos155-erdos-155,"True ↔ ∀ k ≥ 1, ∀ᶠ (N : ℕ) in Filter.atTop, Erdos155.F (N + k) ≤ Erdos155.F N + 1",fc-8432eac9-erdos155-erdos-155-26b493224e-formalized-v1,fc-8432eac9-erdos155-erdos-155-a49e190bba-counterexample-v1
erdos156-erdos-156,Erdos156.erdos_156,Erdős problem 156,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5,https://conjectures.io/problems/erdos156-erdos-156,True ↔ (fun N => ↑(Erdos156.minMaximalSidonSet N)) =O[Filter.atTop] fun N => ↑N ^ (1 / 3),fc-8432eac9-erdos156-erdos-156-2d0907067e-formalized-v1,fc-8432eac9-erdos156-erdos-156-a6962d499d-counterexample-v1
erdos17-erdos-17,Erdos17.erdos_17,Erdős problem 17,erdos,3809.84,6314.50112,True,1,1.0,,11,https://conjectures.io/problems/erdos17-erdos-17,True ↔ {p | Erdos17.IsClusterPrime p}.Infinite,fc-8432eac9-erdos17-erdos-17-f5d55ff58e-formalized-v1,fc-8432eac9-erdos17-erdos-17-08b30398ac-counterexample-v1
erdos200-erdos-200,Erdos200.erdos_200,Erdős problem 200,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5|11,https://conjectures.io/problems/erdos200-erdos-200,True ↔ (fun n => ↑(Erdos200.longestPrimeArithmeticProgressions n)) =o[Filter.atTop] fun n => Real.log ↑n,fc-8432eac9-erdos200-erdos-200-53a0fbeb51-formalized-v1,fc-8432eac9-erdos200-erdos-200-4a3449c1b9-counterexample-v1
erdos213-erdos-213,Erdos213.erdos_213,Erdős problem 213,erdos,3809.84,6314.50112,True,0,1.0,,52,https://conjectures.io/problems/erdos213-erdos-213,"True ↔ ∀ n ≥ 4, Erdos213.Erdos213For n",fc-8432eac9-erdos213-erdos-213-e49857fdbe-formalized-v1,fc-8432eac9-erdos213-erdos-213-3c6fb90e61-counterexample-v1
erdos218-erdos-218-variants-ge,Erdos218.erdos_218.variants.ge,Erdős problem 218 - ge,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos218-erdos-218-variants-ge,{n | primeGap (n + 1) ≤ primeGap n}.HasDensity (1 / 2),fc-8432eac9-variants-ge-6df7a9fc1c-formalized-v1,fc-8432eac9-variants-ge-a563b1540f-counterexample-v1
erdos218-erdos-218-variants-infinite-equal-prime-gap,Erdos218.erdos_218.variants.infinite_equal_prime_gap,Erdős problem 218 - infinite equal prime gap,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos218-erdos-218-variants-infinite-equal-prime-gap,{n | primeGap n = primeGap (n + 1)}.Infinite,fc-8432eac9-variants-infinite-equal-prime-gap-9f34df887b-formalized-v1,fc-8432eac9-variants-infinite-equal-prime-gap-c80450b838-counterexample-v1
erdos218-erdos-218-variants-le,Erdos218.erdos_218.variants.le,Erdős problem 218 - le,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos218-erdos-218-variants-le,{n | primeGap n ≤ primeGap (n + 1)}.HasDensity (1 / 2),fc-8432eac9-variants-le-84f0fde3a9-formalized-v1,fc-8432eac9-variants-le-ffffe8d3f2-counterexample-v1
erdos236-erdos-236,Erdos236.erdos_236,Erdős problem 236,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5|11,https://conjectures.io/problems/erdos236-erdos-236,(fun n => ↑(Erdos236.f n)) =o[Filter.atTop] fun n => Real.log ↑n,fc-8432eac9-erdos236-erdos-236-b3f65f5407-formalized-v1,fc-8432eac9-erdos236-erdos-236-e7de918a63-counterexample-v1
erdos241-erdos-241-variants-generalization,Erdos241.erdos_241.variants.generalization,Erdős problem 241 - generalization,erdos,3809.84,6314.50112,True,0,1.0,,5,https://conjectures.io/problems/erdos241-erdos-241-variants-generalization,"∀ r ≥ 2, Erdos241.BoseChowlaConjecture r",fc-8432eac9-variants-generalization-e159528b89-formalized-v1,fc-8432eac9-variants-generalization-dee5523535-counterexample-v1
erdos249-erdos-249,Erdos249.erdos_249,Erdős problem 249,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos249-erdos-249,"True ↔ Irrational (∑' (n : ℕ), ↑n.totient / 2 ^ n)",fc-8432eac9-erdos249-erdos-249-1cbddcc269-formalized-v1,fc-8432eac9-erdos249-erdos-249-4627fd3bd2-counterexample-v1
erdos251-erdos-251,Erdos251.erdos_251,Erdős problem 251,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos251-erdos-251,"True ↔ Irrational (∑' (n : ℕ), ↑(Nat.nth Nat.Prime n) / 2 ^ n)",fc-8432eac9-erdos251-erdos-251-a769af21c0-formalized-v1,fc-8432eac9-erdos251-erdos-251-ca59ecdf5a-counterexample-v1
erdos252-erdos-252,Erdos252.erdos_252,Erdős problem 252,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos252-erdos-252,"True ↔ ∀ k ≥ 1, Irrational (Erdos252.erdos_252_sum k)",fc-8432eac9-erdos252-erdos-252-0b43daf843-formalized-v1,fc-8432eac9-erdos252-erdos-252-d8cf3c33c9-counterexample-v1
erdos257-erdos-257,Erdos257.erdos_257,Erdős problem 257,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos257-erdos-257,"True ↔ ∀ (A : Set ℕ), A.Infinite → Irrational (∑' (n : ↑A), 1 / (2 ^ ↑n - 1))",fc-8432eac9-erdos257-erdos-257-0e8dc5abba-formalized-v1,fc-8432eac9-erdos257-erdos-257-0d0f1b589f-counterexample-v1
erdos264-erdos-264-parts-ii,Erdos264.erdos_264.parts.ii,Erdős problem 264 - part ii,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos264-erdos-264-parts-ii,True ↔ Erdos264.IsIrrationalitySequence Nat.factorial,fc-8432eac9-parts-ii-6b86606a93-formalized-v1,fc-8432eac9-parts-ii-2efe7381fb-counterexample-v1
erdos28-erdos-28,Erdos28.erdos_28,Erdős problem 28,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos28-erdos-28,"∀ (A : Set ℕ), (A + A)ᶜ.Finite → Filter.limsup (fun n => ↑(AdditiveCombinatorics.sumRep A n)) Filter.atTop = ⊤",fc-8432eac9-erdos28-erdos-28-8c28408e65-formalized-v1,fc-8432eac9-erdos28-erdos-28-021c5a2a02-counterexample-v1
erdos282-erdos-282,Erdos282.erdos_282,Erdős problem 282,erdos,3809.84,6314.50112,True,0,1.0,rational_domain|asymptotic,5,https://conjectures.io/problems/erdos282-erdos-282,"∀ {x : ℚ}, x ∈ Set.Ioo 0 1 → Odd x.den → Erdos282.greedyUnitFractionRem {n | Odd n} x =ᶠ[Filter.atTop] 0",fc-8432eac9-erdos282-erdos-282-013aa11bb2-formalized-v1,fc-8432eac9-erdos282-erdos-282-f7fde26309-counterexample-v1
erdos291-erdos-291-parts-i,Erdos291.erdos_291.parts.i,Erdős problem 291 - part i,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos291-erdos-291-parts-i,True ↔ {n | (Erdos291.a n).gcd (Erdos291.L n) = 1}.Infinite,fc-8432eac9-parts-i-2d35257edd-formalized-v1,fc-8432eac9-parts-i-e64b125e9c-counterexample-v1
erdos313-erdos-313-variants-primary-pseudoperfect-are-infinite,Erdos313.erdos_313.variants.primary_pseudoperfect_are_infinite,Erdős problem 313 - primary pseudoperfect are infinite,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos313-erdos-313-variants-primary-pseudoperfect-are-infinite,{n | Erdos313.IsPrimaryPseudoperfect n}.Infinite,fc-8432eac9-variants-primary-pseudoperfect-are-infinite-7815992dcd-formalized-v1,fc-8432eac9-variants-primary-pseudoperfect-are-infinite-df72d8005d-counterexample-v1
erdos323-erdos-323-variants-k-gt-2,Erdos323.erdos_323.variants.k_gt_2,Erdős problem 323 - k gt 2,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos323-erdos-323-variants-k-gt-2,"True ↔ ∀ k > 2, (fun x => ↑(Erdos323.f k k x)) =o[Filter.atTop] fun x => ↑x",fc-8432eac9-variants-k-gt-2-785af9ec1e-formalized-v1,fc-8432eac9-variants-k-gt-2-d06497dcc9-counterexample-v1
erdos324-erdos-324-variants-quintic,Erdos324.erdos_324.variants.quintic,Erdős problem 324 - quintic,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos324-erdos-324-variants-quintic,"Set.InjOn
  (fun x =>
    match x with
    | (a, b) => a ^ 5 + b ^ 5)
  {(a, b) | a < b}",fc-8432eac9-variants-quintic-4d21e1f5c8-formalized-v1,fc-8432eac9-variants-quintic-780cd5a678-counterexample-v1
erdos325-erdos-325,Erdos325.erdos_325,Erdős problem 325,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos325-erdos-325,"True ↔ ∀ (k : ℕ), 3 ≤ k → (fun x => ↑x ^ (3 / ↑k)) =O[Filter.atTop] fun x => ↑(Erdos325.cardIsSumThreePowerBelow k x)",fc-8432eac9-erdos325-erdos-325-9b06ee5bd6-formalized-v1,fc-8432eac9-erdos325-erdos-325-2aa1a0acda-counterexample-v1
erdos354-erdos-354-parts-i,Erdos354.erdos_354.parts.i,Erdős problem 354 - part i,erdos,3809.84,6314.50112,True,1,1.0,,11,https://conjectures.io/problems/erdos354-erdos-354-parts-i,"True ↔ ∀ α > 0, ∀ β > 0, Irrational (α / β) → IsAddCompleteNatSeq' (Erdos354.FloorMultiples.interleave α β 2)",fc-8432eac9-parts-i-5c027f4194-formalized-v1,fc-8432eac9-parts-i-355cc32f3b-counterexample-v1
erdos357-erdos-357-parts-i,Erdos357.erdos_357.parts.i,Erdős problem 357 - part i,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos357-erdos-357-parts-i,(fun n => ↑(Erdos357.f n)) =o[Filter.atTop] fun n => ↑n,fc-8432eac9-parts-i-a2dd644143-formalized-v1,fc-8432eac9-parts-i-298fb1960e-counterexample-v1
erdos357-erdos-357-variants-infinite-set-density,Erdos357.erdos_357.variants.infinite_set_density,Erdős problem 357 - infinite set density,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos357-erdos-357-variants-infinite-set-density,"∀ (A : ℕ → ℕ), StrictMono A → Erdos357.HasDistinctSums A → (Set.range A).HasDensity 0",fc-8432eac9-variants-infinite-set-density-ec7c0a5a80-formalized-v1,fc-8432eac9-variants-infinite-set-density-cf4b255614-counterexample-v1
erdos357-erdos-357-variants-infinite-set-sum,Erdos357.erdos_357.variants.infinite_set_sum,Erdős problem 357 - infinite set sum,erdos,3809.84,6314.50112,True,0,1.0,summable|nat_domain,11,https://conjectures.io/problems/erdos357-erdos-357-variants-infinite-set-sum,"∀ (A : ℕ → ℕ), StrictMono A → Erdos357.HasDistinctSums A → Summable fun i => 1 / ↑(A i)",fc-8432eac9-variants-infinite-set-sum-3b33abd5e7-formalized-v1,fc-8432eac9-variants-infinite-set-sum-59a1d7ef2f-counterexample-v1
erdos357-erdos-357-variants-monotone-parts-i,Erdos357.erdos_357.variants.monotone.parts.i,"Erdős problem 357 - monotone, part i",erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos357-erdos-357-variants-monotone-parts-i,(fun n => ↑(Erdos357.h n)) =o[Filter.atTop] fun n => ↑n,fc-8432eac9-parts-i-45444d84ea-formalized-v1,fc-8432eac9-parts-i-68992a87f1-counterexample-v1
erdos359-erdos-359-parts-i,Erdos359.erdos_359.parts.i,Erdős problem 359 - part i,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos359-erdos-359-parts-i,"∀ (A : ℕ → ℕ), Erdos359.IsGoodFor A 1 → Filter.Tendsto (fun k => ↑(A k) / ↑k) Filter.atTop Filter.atTop",fc-8432eac9-parts-i-8da2843bfb-formalized-v1,fc-8432eac9-parts-i-6b99689046-counterexample-v1
erdos371-erdos-371,Erdos371.erdos_371,Erdős problem 371,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos371-erdos-371,{n | (n + 1).maxPrimeFac > n.maxPrimeFac}.HasDensity (1 / 2),fc-8432eac9-erdos371-erdos-371-2ad41b9b49-formalized-v1,fc-8432eac9-erdos371-erdos-371-d0ed704778-counterexample-v1
erdos373-erdos-373,Erdos373.erdos_373,Erdős problem 373,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos373-erdos-373,Erdos373.S.Finite,fc-8432eac9-erdos373-erdos-373-f8887250f5-formalized-v1,fc-8432eac9-erdos373-erdos-373-1f68696164-counterexample-v1
erdos373-erdos-373-variants-maximal-solution,Erdos373.erdos_373.variants.maximal_solution,Erdős problem 373 - maximal solution,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos373-erdos-373-variants-maximal-solution,"(16, [14, 5, 2]) ∈ Erdos373.S ∧ ∀ s ∈ Erdos373.S, s.1 ≤ 16",fc-8432eac9-variants-maximal-solution-2295ce32e4-formalized-v1,fc-8432eac9-variants-maximal-solution-103238bd46-counterexample-v1
erdos373-erdos-373-variants-suranyi,Erdos373.erdos_373.variants.suranyi,Erdős problem 373 - suranyi,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos373-erdos-373-variants-suranyi,"{(n, a, b) | n.factorial = a.factorial * b.factorial ∧ 1 < n ∧ 1 < a ∧ 1 < b ∧ b ≤ a ∧ a + 1 ≠ n} = {(10, 7, 6)}",fc-8432eac9-variants-suranyi-0ff88333d5-formalized-v1,fc-8432eac9-variants-suranyi-0ab608830a-counterexample-v1
erdos375-erdos-375,Erdos375.erdos_375,Erdős problem 375,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos375-erdos-375,True ↔ Erdos375.Erdos375Prop,fc-8432eac9-erdos375-erdos-375-955be33b6b-formalized-v1,fc-8432eac9-erdos375-erdos-375-c8ee09f016-counterexample-v1
erdos376-erdos-376,Erdos376.erdos_376,Erdős problem 376,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos376-erdos-376,True ↔ {n | n.centralBinom.Coprime 105}.Infinite,fc-8432eac9-erdos376-erdos-376-ac72f9300c-formalized-v1,fc-8432eac9-erdos376-erdos-376-7845fb49b6-counterexample-v1
erdos385-erdos-385-parts-i,Erdos385.erdos_385.parts.i,Erdős problem 385 - part i,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos385-erdos-385-parts-i,"True ↔ ∀ᶠ (n : ℕ) in Filter.atTop, n < Erdos385.F n",fc-8432eac9-parts-i-51b36822c9-formalized-v1,fc-8432eac9-parts-i-f34c0412f4-counterexample-v1
erdos406-erdos-406-variants-one-two,Erdos406.erdos_406.variants.one_two,Erdős problem 406 - one two,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos406-erdos-406-variants-one-two,"IsGreatest {n | n.isPowerOfTwo ∧ Nat.digits 3 n ⊆ [1, 2]} (2 ^ 15)",fc-8432eac9-variants-one-two-c89c5d71f6-formalized-v1,fc-8432eac9-variants-one-two-d233aaf6a8-counterexample-v1
erdos416-erdos-416-parts-i,Erdos416.erdos_416.parts.i,Erdős problem 416 - part i,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos416-erdos-416-parts-i,Filter.Tendsto (fun x => Erdos416.V (2 * x) / Erdos416.V x) Filter.atTop (nhds 2),fc-8432eac9-parts-i-2feb1b9bb5-formalized-v1,fc-8432eac9-parts-i-26bced4670-counterexample-v1
erdos445-erdos-445,Erdos445.erdos_445,Erdős problem 445,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos445-erdos-445,"True ↔ ∀ c > 1 / 2, ∀ᶠ (p : ℕ) in Filter.atTop, Nat.Prime p → ∀ (n : ℕ), Erdos445.Erdos445Prop c p n",fc-8432eac9-erdos445-erdos-445-877d434633-formalized-v1,fc-8432eac9-erdos445-erdos-445-1687c02bd1-counterexample-v1
erdos454-erdos-454,Erdos454.erdos_454,Erdős problem 454,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,11,https://conjectures.io/problems/erdos454-erdos-454,True ↔ Filter.limsup (fun n => ↑(Erdos454.f n) - 2 * ↑(Nat.nth Prime n)) Filter.atTop = ⊤,fc-8432eac9-erdos454-erdos-454-d3ca39ea24-formalized-v1,fc-8432eac9-erdos454-erdos-454-bb0122acf4-counterexample-v1
erdos456-erdos-456-parts-iii,Erdos456.erdos_456.parts.iii,Erdős problem 456 - part iii,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos456-erdos-456-parts-iii,"True ↔ {q | Nat.Prime q ∧ ∀ (n : ℕ), Erdos456.m n = q ↔ n = q - 1}.Infinite",fc-8432eac9-parts-iii-160d7b6945-formalized-v1,fc-8432eac9-parts-iii-675ae98fe4-counterexample-v1
erdos458-erdos-458,Erdos458.erdos_458,Erdős problem 458,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos458-erdos-458,"True ↔ ∀ (k : ℕ), Erdos458.lcm_upto (Nat.nth Prime (k + 1) - 1) < Nat.nth Prime k * Erdos458.lcm_upto (Nat.nth Prime k)",fc-8432eac9-erdos458-erdos-458-c73364f3f3-formalized-v1,fc-8432eac9-erdos458-erdos-458-581f885084-counterexample-v1
erdos479-erdos-479,Erdos479.erdos_479,Erdős problem 479,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos479-erdos-479,"True ↔ ∀ (k k : ℤ), k ≠ 1 → {n | 2 ^ n ≡ k [ZMOD ↑n]}.Infinite",fc-8432eac9-erdos479-erdos-479-eaaf119a5b-formalized-v1,fc-8432eac9-erdos479-erdos-479-ea39d8eb48-counterexample-v1
erdos624-erdos-624,Erdos624.erdos_624,Erdős problem 624,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5,https://conjectures.io/problems/erdos624-erdos-624,Filter.Tendsto (fun n => ↑(Erdos624.H n) - Real.logb 2 ↑n) Filter.atTop Filter.atTop,fc-8432eac9-erdos624-erdos-624-167ab65895-formalized-v1,fc-8432eac9-erdos624-erdos-624-77d9ec63bd-counterexample-v1
erdos672-erdos-672,Erdos672.erdos_672,Erdős problem 672,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos672-erdos-672,"True ↔ ∀ (k l : ℕ), l > 1 → k ≥ 4 → Erdos672.Erdos672With k l",fc-8432eac9-erdos672-erdos-672-713e8186eb-formalized-v1,fc-8432eac9-erdos672-erdos-672-92834d8cab-counterexample-v1
erdos68-erdos-68,Erdos68.erdos_68,Erdős problem 68,erdos,3809.84,6314.50112,True,0,1.0,nat_domain,11,https://conjectures.io/problems/erdos68-erdos-68,"True ↔ Irrational (∑' (n : ℕ), 1 / (↑(n + 2).factorial - 1))",fc-8432eac9-erdos68-erdos-68-dcb57ba1aa-formalized-v1,fc-8432eac9-erdos68-erdos-68-2c749d070f-counterexample-v1
erdos688-erdos-688-parts-ii,Erdos688.erdos_688.parts.ii,Erdős problem 688 - part ii,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos688-erdos-688-parts-ii,True ↔ Erdos688.epsilonFunction =o[Filter.atTop] fun n => 1,fc-8432eac9-parts-ii-5168388bb8-formalized-v1,fc-8432eac9-parts-ii-df0d205c3b-counterexample-v1
erdos70-erdos-70-variants-omega-times-two-four,Erdos70.erdos_70.variants.omega_times_two_four,Erdős problem 70 - omega times two four,erdos,3809.84,6314.50112,True,0,1.0,,3,https://conjectures.io/problems/erdos70-erdos-70-variants-omega-times-two-four,True ↔ Erdos70.OrdinalCardinalRamsey3 Cardinal.continuum.ord (Ordinal.omega0 * 2) 4,fc-8432eac9-variants-omega-times-two-four-4013031d84-formalized-v1,fc-8432eac9-variants-omega-times-two-four-79158a0480-counterexample-v1
erdos770-erdos-770-variants-three,Erdos770.erdos_770.variants.three,Erdős problem 770 - three,erdos,3809.84,6314.50112,True,1,1.0,,11,https://conjectures.io/problems/erdos770-erdos-770-variants-three,{n | Erdos770.h n = 3}.Infinite,fc-8432eac9-variants-three-281714d002-formalized-v1,fc-8432eac9-variants-three-00d1e32b50-counterexample-v1
erdos789-erdos-789-variants-sq,Erdos789.erdos_789.variants.sq,Erdős problem 789 - sq,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5,https://conjectures.io/problems/erdos789-erdos-789-variants-sq,(fun n => ↑(Erdos789.subsetSumThreshold n)) =Θ[Filter.atTop] fun n => √↑n,fc-8432eac9-variants-sq-e605ce6bf4-formalized-v1,fc-8432eac9-variants-sq-a877b260de-counterexample-v1
erdos82-erdos-82,Erdos82.erdos_82,Erdős problem 82,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,5,https://conjectures.io/problems/erdos82-erdos-82,Filter.Tendsto (fun n => ↑(Erdos82.F n) / Real.log ↑n) Filter.atTop Filter.atTop,fc-8432eac9-erdos82-erdos-82-9ac04c3ab7-formalized-v1,fc-8432eac9-erdos82-erdos-82-2ffc5b5336-counterexample-v1
erdos821-erdos-821,Erdos821.erdos_821,Erdős problem 821,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos821-erdos-821,"True ↔ ∀ ε > 0, {n | ↑(Erdos821.g n) > ↑n ^ (1 - ε)}.Infinite",fc-8432eac9-erdos821-erdos-821-8a563755bf-formalized-v1,fc-8432eac9-erdos821-erdos-821-fc6c2f2c78-counterexample-v1
erdos828-erdos-828-variants-lehmer-conjecture,Erdos828.erdos_828.variants.lehmer_conjecture,Erdős problem 828 - lehmer conjecture,erdos,3809.84,6314.50112,True,0,1.0,,11,https://conjectures.io/problems/erdos828-erdos-828-variants-lehmer-conjecture,"True ↔ ∀ n > 1, n.totient ∣ n - 1 ↔ Prime n",fc-8432eac9-variants-lehmer-conjecture-50e99dd973-formalized-v1,fc-8432eac9-variants-lehmer-conjecture-3ee5fedbea-counterexample-v1
erdos85-erdos-85,Erdos85.erdos_85,Erdős problem 85,erdos,3809.84,6314.50112,True,0,1.0,nat_domain|asymptotic,5,https://conjectures.io/problems/erdos85-erdos-85,"True ↔ ∀ᶠ (n : ℕ) in Filter.atTop, Erdos85.f n ≤ Erdos85.f (n + 1)",fc-8432eac9-erdos85-erdos-85-f8b642af27-formalized-v1,fc-8432eac9-erdos85-erdos-85-813e2e43c6-counterexample-v1
erdos853-erdos-853-parts-i,Erdos853.erdos_853.parts.i,Erdős problem 853 - part i,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos853-erdos-853-parts-i,Filter.Tendsto Erdos853.r Filter.atTop Filter.atTop,fc-8432eac9-parts-i-92b2ca1184-formalized-v1,fc-8432eac9-parts-i-9e00f32bec-counterexample-v1
erdos853-erdos-853-parts-ii,Erdos853.erdos_853.parts.ii,Erdős problem 853 - part ii,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos853-erdos-853-parts-ii,Filter.Tendsto (fun n => ↑(Erdos853.r n) / Real.log ↑n) Filter.atTop Filter.atTop,fc-8432eac9-parts-ii-3e0107c228-formalized-v1,fc-8432eac9-parts-ii-67f31eeecb-counterexample-v1
erdos889-erdos-889,Erdos889.erdos_889,Erdős problem 889,erdos,3809.84,6314.50112,True,0,1.0,asymptotic,11,https://conjectures.io/problems/erdos889-erdos-889,Filter.Tendsto Erdos889.v₀ Filter.atTop (nhds ⊤),fc-8432eac9-erdos889-erdos-889-7213806ab2-formalized-v1,fc-8432eac9-erdos889-erdos-889-94b2b4627a-counterexample-v1
